7.8873,66.3626
7.8862,66.1592
7.8851,65.9568
7.8840,65.7556
7.8830,65.5555
7.8819,65.3565
7.8808,65.1587
7.8798,64.9620
7.8788,64.7664
7.8777,64.5720
7.8767,64.3787
7.8757,64.1866
7.8746,63.9957
7.8736,63.8059
7.8726,63.6173
7.8716,63.4298
7.8706,63.2435
7.8696,63.0584
7.8687,62.8745
7.8677,62.6918
7.8667,62.5102
7.8658,62.3299
7.8648,62.1507
7.8639,61.9727
7.8629,61.7959
7.8620,61.6204
7.8610,61.4460
7.8601,61.2728
7.8592,61.1009
7.8583,60.9302
7.8574,60.7607
7.8565,60.5924
7.8556,60.4253
7.8547,60.2595
7.8538,60.0949
7.8530,59.9315
7.8521,59.7694
7.8512,59.6085
7.8504,59.4489
7.8495,59.2905
7.8487,59.1334
7.8479,58.9775
7.8471,58.8229
7.8462,58.6695
7.8454,58.5174
7.8446,58.3666
7.8438,58.2170
7.8430,58.0687
7.8422,57.9217
7.8415,57.7760
7.8407,57.6315
7.8399,57.4883
7.8392,57.3464
7.8384,57.2058
7.8377,57.0665
7.8370,56.9285
7.8362,56.7917
7.8355,56.6563
7.8348,56.5222
7.8341,56.3893
7.8334,56.2578
7.8327,56.1276
7.8320,55.9987
7.8313,55.8711
7.8306,55.7449
7.8300,55.6199
7.8293,55.4963
7.8287,55.3740
7.8280,55.2530
7.8274,55.1334
7.8267,55.0150
7.8261,54.8980
7.8255,54.7824
7.8249,54.6681
7.8243,54.5551
7.8237,54.4434
7.8231,54.3332
7.8225,54.2242
7.8220,54.1166
7.8214,54.0103
7.8208,53.9054
7.8203,53.8019
7.8197,53.6997
7.8192,53.5989
7.8187,53.4994
7.8181,53.4013
7.8176,53.3045
7.8171,53.2092
7.8166,53.1151
7.8161,53.0225
7.8156,52.9312
7.8152,52.8413
7.8147,52.7528
7.8142,52.6656
7.8138,52.5798
7.8133,52.4954
7.8129,52.4124
7.8124,52.3308
7.8120,52.2505
7.8116,52.1716
7.8112,52.0941
7.8108,52.0180
7.8104,51.9433
7.8100,51.8700
7.8096,51.7981
7.8092,51.7276
7.8088,51.6584
7.8085,51.5907
7.8081,51.5243
7.8078,51.4594
7.8074,51.3959
7.8071,51.3337
7.8068,51.2730
7.8065,51.2136
7.8062,51.1557
7.8059,51.0992
7.8056,51.0441
7.8053,50.9904
7.8050,50.9381
7.8047,50.8872
7.8045,50.8377
7.8042,50.7896
7.8040,50.7430
7.8037,50.6977
7.8035,50.6539
7.8033,50.6115
7.8030,50.5705
7.8028,50.5309
7.8026,50.4928
7.8024,50.4560
7.8022,50.4207
7.8021,50.3868
7.8019,50.3543
7.8017,50.3232
7.8016,50.2936
7.8014,50.2654
7.8013,50.2386
7.8011,50.2132
7.8010,50.1893
7.8009,50.1668
7.8008,50.1457
7.8007,50.1260
7.8006,50.1077
7.8005,50.0909
7.8004,50.0755
7.8003,50.0616
7.8003,50.0490
7.8002,50.0379
7.8002,50.0282
7.8001,50.0199
7.8001,50.0131
7.8000,50.0077
7.8000,50.0037
7.8000,50.0012
7.8000,50.0001
7.8000,50.0004
7.8000,50.0021
7.8000,50.0053
7.8001,50.0098
7.8001,50.0159
7.8001,50.0233
7.8002,50.0322
7.8002,50.0425
7.8003,50.0542
7.8004,50.0674
7.8004,50.0819
7.8005,50.0979
7.8006,50.1154
7.8007,50.1342
7.8008,50.1545
7.8009,50.1762
7.8011,50.1994
7.8012,50.2239
7.8013,50.2499
7.8015,50.2773
7.8016,50.3061
7.8018,50.3364
7.8020,50.3681
7.8021,50.4011
7.8023,50.4357
7.8025,50.4716
7.8027,50.5089
7.8029,50.5477
7.8031,50.5879
7.8034,50.6295
7.8036,50.6725
7.8038,50.7169
7.8041,50.7628
7.8043,50.8100
7.8046,50.8587
7.8048,50.9088
7.8051,50.9603
7.8054,51.0132
7.8057,51.0675
7.8060,51.1232
7.8063,51.1804
7.8066,51.2389
7.8069,51.2988
7.8073,51.3602
7.8076,51.4229
7.8079,51.4871
7.8083,51.5526
7.8086,51.6195
7.8090,51.6879
7.8094,51.7576
7.8098,51.8287
7.8101,51.9013
7.8105,51.9752
7.8109,52.0505
7.8113,52.1272
7.8118,52.2053
7.8122,52.2847
7.8126,52.3656
7.8131,52.4478
7.8135,52.5314
7.8140,52.6164
7.8144,52.7028
7.8149,52.7905
7.8154,52.8797
7.8158,52.9702
7.8163,53.0620
7.8168,53.1553
7.8173,53.2499
7.8178,53.3458
7.8184,53.4432
7.8189,53.5419
7.8194,53.6419
7.8200,53.7433
7.8205,53.8461
7.8211,53.9502
7.8216,54.0557
7.8222,54.1626
7.8228,54.2707
7.8234,54.3803
7.8240,54.4911
7.8246,54.6033
7.8252,54.7169
7.8258,54.8318
7.8264,54.9480
7.8270,55.0656
7.8277,55.1845
7.8283,55.3047
7.8289,55.4262
7.8296,55.5491
7.8303,55.6733
7.8309,55.7988
7.8316,55.9257
7.8323,56.0538
7.8330,56.1833
7.8337,56.3140
7.8344,56.4461
7.8351,56.5795
7.8358,56.7142
7.8365,56.8502
7.8373,56.9875
7.8380,57.1260
7.8388,57.2659
7.8395,57.4071
7.8403,57.5495
7.8410,57.6932
7.8418,57.8383
7.8426,57.9845
7.8434,58.1321
7.8442,58.2810
7.8450,58.4311
7.8458,58.5824
7.8466,58.7351
7.8474,58.8890
7.8482,59.0442
7.8491,59.2006
7.8499,59.3582
7.8508,59.5172
7.8516,59.6773
7.8525,59.8387
7.8533,60.0014
7.8542,60.1653
7.8551,60.3304
7.8560,60.4968
7.8569,60.6643
7.8578,60.8332
7.8587,61.0032
7.8596,61.1744
7.8605,61.3469
7.8614,61.5206
7.8624,61.6955
7.8633,61.8715
7.8643,62.0488
7.8652,62.2273
7.8662,62.4070
7.8671,62.5879
7.8681,62.7699
7.8691,62.9532
7.8701,63.1376
7.8711,63.3232
7.8721,63.5100
7.8731,63.6980
7.8741,63.8871
7.8751,64.0774
7.8761,64.2688
7.8771,64.4614
7.8782,64.6552
7.8792,64.8501
7.8802,65.0461
7.8813,65.2433
7.8824,65.4416
7.8834,65.6411
7.8845,65.8417
7.8856,66.0434
7.8866,66.2462
7.8877,66.4502
7.8888,66.6553
7.8899,66.8614
7.8910,67.0687
7.8921,67.2771
7.8933,67.4866
7.8944,67.6972
7.8955,67.9089
7.8966,68.1216
7.8978,68.3355
7.8989,68.5504
7.9001,68.7664
7.9012,68.9835
7.9024,69.2016
7.9036,69.4208
7.9048,69.6411
7.9059,69.8624
7.9071,70.0847
7.9083,70.3082
7.9095,70.5326
7.9107,70.7581
7.9119,70.9846
7.9131,71.2122
7.9144,71.4407
7.9156,71.6703
7.9168,71.9009
7.9180,72.1325
7.9193,72.3652
7.9205,72.5988
7.9218,72.8334
7.9230,73.0690
7.9243,73.3056
7.9256,73.5432
7.9268,73.7818
7.9281,74.0213
7.9294,74.2618
7.9307,74.5033
7.9320,74.7458
7.9333,74.9892
7.9346,75.2335
7.9359,75.4788
7.9372,75.7250
7.9385,75.9722
7.9398,76.2203
7.9412,76.4694
7.9425,76.7193
7.9438,76.9702
7.9452,77.2220
7.9465,77.4747
7.9479,77.7283
7.9492,77.9829
7.9506,78.2383
7.9520,78.4946
7.9533,78.7517
7.9547,79.0098
7.9561,79.2687
7.9575,79.5286
7.9589,79.7892
7.9603,80.0508
7.9617,80.3132
7.9631,80.5764
7.9645,80.8405
7.9659,81.1054
7.9673,81.3712
7.9687,81.6378
7.9702,81.9052
7.9716,82.1735
7.9730,82.4425
7.9745,82.7124
7.9759,82.9831
7.9774,83.2545
7.9788,83.5268
7.9803,83.7998
7.9817,84.0737
7.9832,84.3483
7.9847,84.6237
7.9861,84.8999
7.9876,85.1768
7.9891,85.4545
7.9906,85.7329
7.9921,86.0121
7.9936,86.2920
7.9951,86.5727
7.9966,86.8541
7.9981,87.1362
7.9996,87.4191
8.0011,87.7026
8.0026,87.9869
8.0041,88.2719
8.0056,88.5575
8.0072,88.8439
8.0087,89.1310
8.0102,89.4187
8.0118,89.7071
8.0133,89.9962
8.0149,90.2859
8.0164,90.5764
8.0180,90.8674
8.0195,91.1591
8.0211,91.4515
8.0226,91.7445
8.0242,92.0382
8.0258,92.3324
8.0273,92.6273
8.0289,92.9228
8.0305,93.2189
8.0321,93.5156
8.0337,93.8129
8.0353,94.1109
8.0368,94.4094
8.0384,94.7084
8.0400,95.0081
8.0416,95.3083
8.0432,95.6091
8.0449,95.9105
8.0465,96.2124
8.0481,96.5148
8.0497,96.8178
8.0513,97.1214
8.0529,97.4254
8.0546,97.7300
8.0562,98.0351
8.0578,98.3408
8.0595,98.6469
8.0611,98.9535
8.0627,99.2606
8.0644,99.5683
8.0660,99.8764
8.0677,100.1849
8.0693,100.4940
8.0710,100.8035
8.0726,101.1135
8.0743,101.4239
8.0759,101.7348
8.0776,102.0461
8.0792,102.3579
8.0809,102.6701
8.0826,102.9827
8.0842,103.2958
8.0859,103.6092
8.0876,103.9231
8.0893,104.2373
8.0909,104.5520
8.0926,104.8670
8.0943,105.1825
8.0960,105.4983
8.0977,105.8145
8.0994,106.1310
8.1011,106.4479
8.1027,106.7651
8.1044,107.0828
8.1061,107.4007
8.1078,107.7190
8.1095,108.0376
8.1112,108.3565
8.1129,108.6758
8.1146,108.9953
8.1163,109.3152
8.1181,109.6353
8.1198,109.9558
8.1215,110.2765
8.1232,110.5976
8.1249,110.9188
8.1266,111.2404
8.1283,111.5622
8.1300,111.8843
8.1318,112.2066
8.1335,112.5292
8.1352,112.8520
8.1369,113.1751
8.1387,113.4983
8.1404,113.8218
8.1421,114.1455
8.1438,114.4694
8.1456,114.7935
8.1473,115.1178
8.1490,115.4423
8.1508,115.7670
8.1525,116.0919
8.1542,116.4169
8.1560,116.7420
8.1577,117.0674
8.1594,117.3929
8.1612,117.7185
8.1629,118.0443
8.1646,118.3702
8.1664,118.6962
8.1681,119.0224
8.1699,119.3486
8.1716,119.6750
8.1733,120.0015
8.1751,120.3280
8.1768,120.6547
8.1786,120.9814
8.1803,121.3083
8.1821,121.6351
8.1838,121.9621
8.1855,122.2891
8.1873,122.6162
8.1890,122.9433
8.1908,123.2704
8.1925,123.5976
8.1943,123.9248
8.1960,124.2520
8.1978,124.5793
8.1995,124.9065
8.2012,125.2337
8.2030,125.5610
8.2047,125.8882
8.2065,126.2154
8.2082,126.5426
8.2100,126.8698
8.2117,127.1969
8.2135,127.5240
8.2152,127.8511
8.2169,128.1780
8.2187,128.5050
8.2204,128.8318
8.2222,129.1586
8.2239,129.4853
8.2257,129.8119
8.2274,130.1385
8.2291,130.4649
8.2309,130.7912
8.2326,131.1174
8.2344,131.4435
8.2361,131.7695
8.2378,132.0954
8.2396,132.4211
8.2413,132.7466
8.2431,133.0721
8.2448,133.3973
8.2465,133.7224
8.2483,134.0474
8.2500,134.3722
8.2517,134.6968
8.2534,135.0212
8.2552,135.3454
8.2569,135.6694
8.2586,135.9932
8.2604,136.3168
8.2621,136.6402
8.2638,136.9634
8.2655,137.2863
8.2672,137.6091
8.2690,137.9315
8.2707,138.2537
8.2724,138.5757
8.2741,138.8974
8.2758,139.2189
8.2775,139.5401
8.2793,139.8610
8.2810,140.1816
8.2827,140.5019
8.2844,140.8219
8.2861,141.1417
8.2878,141.4611
8.2895,141.7802
8.2912,142.0990
8.2929,142.4175
8.2946,142.7356
8.2963,143.0534
8.2980,143.3709
8.2997,143.6880
8.3014,144.0047
8.3030,144.3211
8.3047,144.6371
8.3064,144.9528
8.3081,145.2680
8.3098,145.5829
8.3115,145.8974
8.3131,146.2115
8.3148,146.5252
8.3165,146.8384
8.3181,147.1513
8.3198,147.4637
8.3215,147.7758
8.3231,148.0873
8.3248,148.3985
8.3264,148.7092
8.3281,149.0194
8.3298,149.3292
8.3314,149.6385
8.3331,149.9474
8.3347,150.2557
8.3363,150.5636
8.3380,150.8710
8.3396,151.1780
8.3412,151.4844
8.3429,151.7903
8.3445,152.0957
8.3461,152.4006
8.3478,152.7049
8.3494,153.0088
8.3510,153.3121
8.3526,153.6149
8.3542,153.9171
8.3558,154.2187
8.3574,154.5199
8.3590,154.8204
8.3606,155.1204
8.3622,155.4198
8.3638,155.7186
8.3654,156.0169
8.3670,156.3145
8.3686,156.6116
8.3702,156.9081
8.3718,157.2039
8.3733,157.4992
8.3749,157.7938
8.3765,158.0878
8.3780,158.3811
8.3796,158.6739
8.3812,158.9660
8.3827,159.2574
8.3843,159.5482
8.3858,159.8383
8.3873,160.1278
8.3889,160.4166
8.3904,160.7047
8.3920,160.9922
8.3935,161.2789
8.3950,161.5650
8.3965,161.8504
8.3981,162.1350
8.3996,162.4190
8.4011,162.7023
8.4026,162.9848
8.4041,163.2666
8.4056,163.5477
8.4071,163.8280
8.4086,164.1076
8.4101,164.3865
8.4115,164.6646
8.4130,164.9420
8.4145,165.2186
8.4160,165.4944
8.4174,165.7695
8.4189,166.0438
8.4204,166.3173
8.4218,166.5900
8.4233,166.8619
8.4247,167.1331
8.4262,167.4034
8.4276,167.6729
8.4290,167.9416
8.4305,168.2095
8.4319,168.4766
8.4333,168.7428
8.4347,169.0082
8.4361,169.2728
8.4375,169.5365
8.4389,169.7994
8.4403,170.0614
8.4417,170.3226
8.4431,170.5829
8.4445,170.8423
8.4459,171.1009
8.4472,171.3586
8.4486,171.6154
8.4500,171.8713
8.4513,172.1263
8.4527,172.3805
8.4540,172.6337
8.4554,172.8860
8.4567,173.1374
8.4581,173.3879
8.4594,173.6375
8.4607,173.8861
8.4620,174.1338
8.4634,174.3806
8.4647,174.6264
8.4660,174.8713
8.4673,175.1153
8.4686,175.3583
8.4699,175.6003
8.4712,175.8414
8.4724,176.0815
8.4737,176.3206
8.4750,176.5587
8.4762,176.7959
8.4775,177.0321
8.4788,177.2673
8.4800,177.5015
8.4813,177.7347
8.4825,177.9669
